BIBLIOTHEQUE/03_COMP-REAS/Implicit Factorized Transformer (IFactFormer)/Implicit Factorized Transformer (IFactFormer).md	226	rope	This work was supported by the National Natural Science Foundation of China (Grant No. 12172161), the NSFC Basic Science Center Program (Grant No. 11988102), and the Shenzhen Science and Technology Program (Grant No. KQTD20180411143441009). This work was also supported by Center for Computational Science and Engineering of Southern University of Science and Technology. || || ## Appendix A. Rotary Positional Encoding || || To provide the attention mechanism with relative positional information between different points, it is usually necessary to encode additional positional information. Su et al. [59] designed Rotary Position Embedding (RoPE) to effectively utilize the positional informati...
BIBLIOTHEQUE/03_COMP-REAS/Implicit Factorized Transformer (IFactFormer)/Implicit Factorized Transformer (IFactFormer).md	232	rope	$$\boldsymbol{R}_{\Theta,m}^{d} = \begin{pmatrix} \cos m\theta_{1} & -\sin m\theta_{1} & 0 & 0 & \cdots & 0 & 0\\ \sin m\theta_{1} & \cos m\theta_{1} & 0 & 0 & \cdots & 0 & 0\\ 0 & 0 & \cos m\theta_{2} & -\sin m\theta_{2} & \cdots & 0 & 0\\ 0 & 0 & \sin m\theta_{2} & \cos m\theta_{2} & \cdots & 0 & 0\\ \vdots & \vdots & \vdots & \vdots & \ddots & \vdots & \vdots\\ 0 & 0 & 0 & 0 & \cdots & \cos m\theta_{d/2} & -\sin m\theta_{d/2}\\ 0 & 0 & 0 & 0 & \cdots & \sin m\theta_{d/2} & \cos m\theta_{d/2} \end{pmatrix}$$ || || $$(A.1)$$ || || where $\Theta = \left\{\theta_i = 10000^{-2(i-1)/d}, i \in [1,2,\dots,d/2]\right\}$ are the hyperparameters. This setting of the hyperparameters ensures a wide...
BIBLIOTHEQUE/03_COMP-REAS/Implicit Factorized Transformer (IFactFormer)/Implicit Factorized Transformer (IFactFormer).md	236	rope	where $\Theta = \left\{\theta_i = 10000^{-2(i-1)/d}, i \in [1,2,\dots,d/2]\right\}$ are the hyperparameters. This setting of the hyperparameters ensures a wide range of wavelengths, which means that each position has a unique positional encoding [19,59]. The matrix product with RoPE is defined as follows: || || $$\mathbf{q}_{m} \otimes \mathbf{k}_{n} = \left(\mathbf{R}_{\Theta,m}^{d} \mathbf{q}_{m}\right)^{T} \left(\mathbf{R}_{\Theta,n}^{d} \mathbf{k}_{n}\right) = \mathbf{q}_{m}^{T} \mathbf{R}_{\Theta,n-m}^{d} \mathbf{k}_{n}. \tag{A.2}$$ || || Here $\mathbf{R}_{\Theta,n-m}^d = \left(\mathbf{R}_{\Theta,m}^d\right)^T \mathbf{R}_{\Theta,n}^d$ , benefiting from the properties of the rotary ma...
BIBLIOTHEQUE/03_COMP-REAS/Less is More- Recursive Reasoning with Tiny Networks/Less is More- Recursive Reasoning with Tiny Networks.md	41	rope	### 2.1. Structure and goal || || The focus of HRM is supervised learning. Given an input, produce an output. Both input and output are assumed to have shape [B, L] (when the shape differs, padding tokens can be added), where B is the batch-size and L is the context-length. || || HRM contains four learnable components: the input embedding $f_I(\cdot;\theta_I)$ , low-level recurrent network $f_L(\cdot;\theta_L)$ , high-level recurrent network $f_H(\cdot;\theta_H)$ , and the output head $f_O(\cdot;\theta_O)$ . Once the input is embedded, the shape becomes [B,L,D] where D is the embedding size. Each network is a 4-layer Transformers architecture (Vaswani et al., 2017), with RMSNorm (Zhang & ...
BIBLIOTHEQUE/03_COMP-REAS/Memorizing Transformers/Memorizing Transformers.md	87	relative_position	(2) || || where $\sigma$ is the sigmoid function, and $\odot$ is element-wise multiplication. $V_a$ is the combined result of attention, $V_m$ is the result of attending to external memory, and $V_c$ is the result of attending to the local context. The bias $b_q$ is a learned per-head scalar parameter, which allows each head to choose between local and long-range attention. In our experiments, the value of the gate q does not depend on the content of the token at each position, although that would be a trivial extension to implement. We did observe that over time, most heads learned to attend almost exclusively to external memory. || || **Position bias.** For dense attention within the lo...
BIBLIOTHEQUE/03_COMP-REAS/Nystromformer- A Nystrom-Based Algorithm for Approximating Self-Attention/Nystromformer- A Nystrom-Based Algorithm for Approximating Self-Attention.md	37	other_variant	We briefly review relevant works on efficient Transformers, linearized Softmax kernels and Nyström-like methods. || || Efficient Transformers. Weight pruning (Michel, Levy, and Neubig 2019), weight factorization (Lan et al. 2020), weight quantization (Zafrir et al. 2019) or knowledge distillation (Sanh et al. 2019) are several strategies that have been proposed to improve memory efficiency in Transformers. The use of a new pretraining objective in (Clark et al. 2019), product-key attention in (Lample et al. 2019), and the Transformer-XL model in (Dai et al. 2019) have shown how the overall compute requirements can be reduced. In (Child et al. 2019), a sparse factorization of the attention...
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	11	rope	### Abstract || || Understanding architectural differences in language models is challenging, especially at academic-scale pretraining (e.g., 1.3B parameters, 100B tokens), where results are often dominated by noise and randomness. To overcome this, we introduce controlled synthetic pretraining tasks that isolate and evaluate core model capabilities. Within this framework, we discover *Canon layers*: lightweight architectural components—named after the musical term "canon"—that promote horizontal information flow across neighboring tokens. Canon layers compute weighted sums of nearby token representations and integrate seamlessly into Transformers, linear attention, state-space models, or...
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	56	rope	|| ### Results 2–5: When Transformer Meets Canon (Section 5). || || - BOOST PERFORMANCE. In our playground, Canon layers improve reasoning depth (200–400%), reasoning breadth (30%), knowledge manipulation length (30%), and more. These stem from enhanced hierarchical learning dynamics and come with minimal computational overhead. || - REVIVING NOPE. Integrating Canon layers transforms NoPE models into strong performers, often matching or surpassing RoPE(+Canon). Canon layers outperform positional fixes like ALiBi [45] or H-Alibi [31], and reducing/removing RoPE usage improves length generalization. || - ABLATION STUDY. Canon layers contribute cumulatively across sublayer positions (Canon-A...
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	56	alibi	|| ### Results 2–5: When Transformer Meets Canon (Section 5). || || - BOOST PERFORMANCE. In our playground, Canon layers improve reasoning depth (200–400%), reasoning breadth (30%), knowledge manipulation length (30%), and more. These stem from enhanced hierarchical learning dynamics and come with minimal computational overhead. || - REVIVING NOPE. Integrating Canon layers transforms NoPE models into strong performers, often matching or surpassing RoPE(+Canon). Canon layers outperform positional fixes like ALiBi [45] or H-Alibi [31], and reducing/removing RoPE usage improves length generalization. || - ABLATION STUDY. Canon layers contribute cumulatively across sublayer positions (Canon-A...
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	75	rope	- CONTROLLED COMPARISONS. Equipping all architectures with full Canon layers enables a fair, apple-to-apples evaluation. Linear models show ~40% higher knowledge capacity, but Transformers reach 2–4× greater reasoning depth and stronger structural reasoning. || - ROOT CAUSE OF SHALLOW REASONING. Linear models fall short not from insufficient memory—each layer's recurrent state is vastly over-provisioned—but from cumulative compression and retrieval errors, pinpointing memory dynamics as the main bottleneck. || - Path forward. Canon-equipped Transformer-linear hybrids can mitigate these limits, enabling deep reasoning with linear efficiency. || || Result 12: Academic-Scale Real-World Pretr...
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	97	alibi	Criterion 3: Avoid emphasis on length generalization. Length generalization is often unstable—sensitive to random seeds and training order [82]—and thus unreliable for comparing architectures. While length generalization is important, models over-optimized for long contexts (e.g., 100k tokens) may exhibit reduced performance on standard lengths like 4096 tokens.<sup>2</sup> In practice, long inputs are typically summarized into shorter windows before reasoning, so we prioritize evaluating architectures on dense, 4096-token contexts, where critical reasoning unfolds. || || Criterion 4: Relevance to real-world skills. Tasks should prioritize broadly applicable skills while avoiding capabili...
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	159	rope	# 3 Initial Comparison on Well-Known Base Architectures || || Language model architectures have evolved significantly since Transformers [67], giving rise to three major families distinguished by their computational mechanisms. || || Quadratic-time attention models include BERT [36] and GPT-2 [48]. Refinements such as Rotary Position Embeddings (RoPE) [13, 61] and gated MLPs [56] define their modern variants. We use the Huggingface implementation of Llama, denoted Llama(RoPE), which includes both refinements, and Llama(NoPE), which omits positional embeddings. When clear, we refer to them as RoPE and NoPE. Relative positional embeddings (e.g., [28]) are omitted due to limited empirical be...
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	161	rope	Language model architectures have evolved significantly since Transformers [67], giving rise to three major families distinguished by their computational mechanisms. || || Quadratic-time attention models include BERT [36] and GPT-2 [48]. Refinements such as Rotary Position Embeddings (RoPE) [13, 61] and gated MLPs [56] define their modern variants. We use the Huggingface implementation of Llama, denoted Llama(RoPE), which includes both refinements, and Llama(NoPE), which omits positional embeddings. When clear, we refer to them as RoPE and NoPE. Relative positional embeddings (e.g., [28]) are omitted due to limited empirical benefit but added computational cost [6]. || || RoPE models ofte...
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	161	alibi	Language model architectures have evolved significantly since Transformers [67], giving rise to three major families distinguished by their computational mechanisms. || || Quadratic-time attention models include BERT [36] and GPT-2 [48]. Refinements such as Rotary Position Embeddings (RoPE) [13, 61] and gated MLPs [56] define their modern variants. We use the Huggingface implementation of Llama, denoted Llama(RoPE), which includes both refinements, and Llama(NoPE), which omits positional embeddings. When clear, we refer to them as RoPE and NoPE. Relative positional embeddings (e.g., [28]) are omitted due to limited empirical benefit but added computational cost [6]. || || RoPE models ofte...
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	173	rope	Hybrids can *obscure architectural trade-offs*, as aggregated results blur the contributions of individual modules. For instance, Mamba2 performs well on memory tasks but underperforms on structured reasoning; hybridization may conceal such contrasts. To ensure transparency, we analyze isolated *base* architectures to reveal their intrinsic strengths and weaknesses. || || ![](_page_8_Figure_0.jpeg) || || Figure 4: Initial comparison of base models on five synthetic tasks. GLA performs weakest; Mamba2(mlp) excels in knowledge (CAPO, MANO); GDN strengthens reasoning and surpasses Llama(RoPE) on Brevo (reasoning breadth), while RoPE remains best on DEPO+LANO (depth and structural reasoning)....
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	191	rope	**Training.** All architectures share identical training settings (batch size, steps, learning rate, etc.) to ensure fairness. Full details appear in Appendix A. Random seeds are fixed so that all models pre-train on identical data sequences. || || ### 3.1 Initial Comparison Results || || From Figure 4, linear-attention GLA performs weakest overall. Mamba2 excels on knowledge tasks (Capo, Mano) but lags in reasoning. GDN improves Mamba2's reasoning and occasionally surpasses Llama(RoPE) on certain reasoning tasks (e.g., Brevo), though not others. These patterns align with real-world observations on natural data, supporting the validity of our synthetic playground. We defer deeper interpre...
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	211	rope	<sup>&</sup>lt;sup>7</sup>Faster learning is practically important—for example, a model ideally learns reasoning skills quicker than pure memorization. Similar observations arise in knowledge capacity tasks [8], where architectural differences vanish with ample training but become pronounced when training budgets are limited. || || ![](_page_10_Figure_0.jpeg) || || Figure 5: A trivial token-copying experiment for 500 tokens, added for completeness. 1-layer RoPE requires $d \ge 128$ , while 2-layer RoPE or 1-layer RoPE + Canon achieves 100% with d = 16. || || attention layers—the first copies the first [A] into its neighbor [B]; the second uses this enriched representation, querying by [A]...
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	217	rope	attention layers—the first copies the first [A] into its neighbor [B]; the second uses this enriched representation, querying by [A] to retrieve value = [B] (via key = [A]). Using global attention just to pass information between adjacent tokens is, in effect, shooting a bird with a cannon. || || Remark 4.1. This is not a strict lower bound. A 1-layer Transformer is Turing-complete and can perform recall by blindly aggregating most (or all) context into one position, allowing MLP to do local query/key/value computations. But this is inefficient: Figure 5 shows that 1-layer Transformer needs hidden size 128 to recall length-500 sequences, while 2 layers succeed with size 16. || || The impo...
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	253	rope	(4.1) || || denoted as Canon(res). Without residual connections, we denote it Canon(no-res). Minimal code changes (just a few lines) are needed for integration. Even fully enabled (Canon-ABCD), Canon layers increase the parameter count minimally.<sup>11</sup> Our emphasis is on clearly demonstrating Canon layers' substantial performance benefits; detailed runtime optimizations remain future work. || || **Related Work.** A precursor to Canon layers appears in [6], which studied uniform attention—i.e., averaging the past k tokens—for $k \in \{1, 2, 4, 8, ...\}$ on CFG tasks. Surprisingly, this simple mixing outperformed GPT2 with absolute positional embeddings and closely approached GPT2(Ro...
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	267	rope	<sup>&</sup>lt;sup>12</sup>One ICML reviewer rejected the paper, commenting that the results were "too surprising to be true." We invite curious readers to try it themselves—it really works. || || ![](_page_12_Figure_0.jpeg) || || Figure 7: Column 1→2: Canon layers dramatically enhance RoPE, improving reasoning depth by 2–4×. || || Column 4→5: Canon transforms NoPE into a strong performer on par with RoPE-based models. || || Column 2+5→3: With Canon, RoPE usage can be reduced — RoPE + Canon (RoPE enabled for 1/4 dimensions) outperforms both RoPE/NoPE + Canon, great news for length generalization!
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	269	rope	![](_page_12_Figure_0.jpeg) || || Figure 7: Column 1→2: Canon layers dramatically enhance RoPE, improving reasoning depth by 2–4×. || || Column 4→5: Canon transforms NoPE into a strong performer on par with RoPE-based models. || || Column 2+5→3: With Canon, RoPE usage can be reduced — RoPE + Canon (RoPE enabled for 1/4 dimensions) outperforms both RoPE/NoPE + Canon, great news for length generalization! || || Remark. This figure uses Depo1(K=8) and Depo2(K=16). Earlier results in Figure 4 were based on Depo1(K=4) and Depo2(K=4), because model performances were weaker.
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	271	rope	Figure 7: Column 1→2: Canon layers dramatically enhance RoPE, improving reasoning depth by 2–4×. || || Column 4→5: Canon transforms NoPE into a strong performer on par with RoPE-based models. || || Column 2+5→3: With Canon, RoPE usage can be reduced — RoPE + Canon (RoPE enabled for 1/4 dimensions) outperforms both RoPE/NoPE + Canon, great news for length generalization! || || Remark. This figure uses Depo1(K=8) and Depo2(K=16). Earlier results in Figure 4 were based on Depo1(K=4) and Depo2(K=4), because model performances were weaker. || || based mixing mechanism, rather than to other architectural components such as attention or statespace recurrence. Moreover, we show that Canon layers ...
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	283	rope	Concurrent work on Multi-Token Attention (MTA) [25] explores more complex 2D convolutional layers within attention heads. While MTA improves associative recall, it is heavier and more attention-specific. Investigating whether such designs offer further gains when combined with Canon, or whether Canon alone suffices for most settings, is an interesting direction for future work. || || ## 5 When Transformer Meets Canon || || Figure 4+7 show that a 12-layer, 768-dimension Llama(RoPE) model trained on our ideal data can only handle 4-hop retrieval in contexts of length 2048. Can this be any better? || || ![](_page_13_Figure_0.jpeg) || || Figure 8: Training curves for RoPE models w/+w/o Canon,...
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	287	rope	Figure 4+7 show that a 12-layer, 768-dimension Llama(RoPE) model trained on our ideal data can only handle 4-hop retrieval in contexts of length 2048. Can this be any better? || || ![](_page_13_Figure_0.jpeg) || || Figure 8: Training curves for RoPE models w/+w/o Canon, on DEPO2(K = 16), evaluated at k = 1, 2, 4, 8, 16 and maximum size n = N, shown in two best LRs. More model sizes/data are in Figure 19 on Page 41. || || ### 5.1 RoPE with Canon Layers || || Result 2 (Figure 7 — 1st vs. 2nd column). In our controlled playground, Canon layers (ABCD) introduce substantial improvements: with a 0.5% increase in trainable parameters, reasoning depth of RoPE increases by 2-4×, reasoning breadth ...
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	289	rope	![](_page_13_Figure_0.jpeg) || || Figure 8: Training curves for RoPE models w/+w/o Canon, on DEPO2(K = 16), evaluated at k = 1, 2, 4, 8, 16 and maximum size n = N, shown in two best LRs. More model sizes/data are in Figure 19 on Page 41. || || ### 5.1 RoPE with Canon Layers || || Result 2 (Figure 7 — 1st vs. 2nd column). In our controlled playground, Canon layers (ABCD) introduce substantial improvements: with a 0.5% increase in trainable parameters, reasoning depth of RoPE increases by 2-4×, reasoning breadth by 30%, knowledge capacity by 10–15%, knowledge manipulation length by 30%, measurable gains in hierarchical language structure reasoning. || || Task Depo. In reasoning depth, RoPE ...
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	291	rope	Figure 8: Training curves for RoPE models w/+w/o Canon, on DEPO2(K = 16), evaluated at k = 1, 2, 4, 8, 16 and maximum size n = N, shown in two best LRs. More model sizes/data are in Figure 19 on Page 41. || || ### 5.1 RoPE with Canon Layers || || Result 2 (Figure 7 — 1st vs. 2nd column). In our controlled playground, Canon layers (ABCD) introduce substantial improvements: with a 0.5% increase in trainable parameters, reasoning depth of RoPE increases by 2-4×, reasoning breadth by 30%, knowledge capacity by 10–15%, knowledge manipulation length by 30%, measurable gains in hierarchical language structure reasoning. || || Task Depo. In reasoning depth, RoPE pretrained on DEPo1(K=8)—covering ...
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	293	rope	### 5.1 RoPE with Canon Layers || || Result 2 (Figure 7 — 1st vs. 2nd column). In our controlled playground, Canon layers (ABCD) introduce substantial improvements: with a 0.5% increase in trainable parameters, reasoning depth of RoPE increases by 2-4×, reasoning breadth by 30%, knowledge capacity by 10–15%, knowledge manipulation length by 30%, measurable gains in hierarchical language structure reasoning. || || Task Depo. In reasoning depth, RoPE pretrained on DEPo1(K=8)—covering ( $k \le 8$ )—hop instances—achieves near-zero accuracy even at k=4, whereas RoPE+Canon-ABCD exceeds 50% at k=8. On DEPo2(K=16)—a more challenging setup where each directed edge spans 10–14 tokens, far beyond a...
BIBLIOTHEQUE/03_COMP-REAS/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers/Physics of Language Models- Part 4.1, Architecture Design and the Magic of Canon Layers.md	299	rope	These gains may seem surprising. For associative recall (analogous to DEPO1 with k=1), theory suggests a single Canon + attention layer suffices (recall Figure 5), suggesting Canon could reduce required attention layers by at most one. So, why a $2-4\times$ increase in reasoning depth? || || The answer lies in learning dynamics. Deep reasoning tasks like DEPO unfold through a hierarchical learning process—models first master 1-hop, then gradually progress to 2-hop, 3-hop, and beyond. This process relies heavily on two factors: (1) training data spanning a range of difficulty levels and (2) architectural support like residual connections. Without either—e.g., training only with k = 8 data ...
